P6020,P6040,P5502,P6071,P6080,P1895,P1896,P1897,P1898,P1899,P3175,prom_satisfaccion,num_ninxs,num_adultxs,num_abuelxs,P6160,P8586,P8587,P6090,P6100,P8551,P799S2,P799S3,P799S1,P799S4,P799S5,P3176,P1930,P3008S1,P3008S2,P1707,P3003,P5452,P6161S1,P6426,P3193,dinero_trabajo,dinero_extra
2,64,6,1,6,4,2,4,4,4,5,3.83,3,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,66,4,-1,6,9,0,10,6,0,9,5.67,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,67,4,-1,6,9,7,6,6,8,7,7.17,1,1,3,1,2,11,1,1,450000,2,2,2,2,2,0,2,2,2,2,2,2,0,324,1,0,0
1,60,2,1,6,9,3,7,5,6,6,6.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,800000
2,60,4,-1,6,5,0,5,4,5,7,4.33,2,1,4,1,2,4,1,3,0,2,2,2,2,2,0,1,1,2,2,2,2,0,0,2,0,0
1,71,2,1,6,5,6,6,8,8,8,6.83,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,24,1,0,0
2,63,4,-1,6,6,5,8,5,5,6,5.83,2,1,3,1,2,3,1,1,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,2000000
2,67,3,-1,6,5,6,4,7,4,6,5.33,2,1,3,1,2,5,1,9,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,600000
2,67,3,-1,6,8,6,8,2,6,8,6.33,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,1400000
2,85,3,-1,6,4,8,7,3,8,8,6.33,1,1,2,2,2,1,1,1,140000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,2,2,1,1,2,0,2,2,2,2,2,0,2,2,2,1,2,2,0,120,2,0,300000
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,2,2,1,1,2,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,600000,0
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,2,2,1,1,1,84000,2,2,2,2,2,0,2,2,2,1,2,2,0,120,2,0,300000
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,2,2,1,1,1,84000,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,600000,0
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,1,2,3,1,2,0,2,2,2,2,2,0,2,2,2,1,2,2,0,120,2,0,300000
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,1,2,3,1,2,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,600000,0
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,1,2,3,1,1,84000,2,2,2,2,2,0,2,2,2,1,2,2,0,120,2,0,300000
1,67,6,1,6,10,8,6,9,4,7,7.33,1,2,3,1,2,3,1,1,84000,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,600000,0
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,1,1,2,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,500000
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,1,1,2,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,1,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,500000
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,1,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,3,1,2,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,500000
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,3,1,2,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,3,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,500000
2,63,6,1,6,10,8,5,7,2,9,6.83,1,2,3,1,2,3,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,65,2,1,6,8,10,9,7,8,8,8.33,2,1,3,1,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,76,6,1,6,9,6,8,6,7,5,6.83,1,2,2,1,2,3,1,1,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,500000,200000
2,76,6,1,6,9,4,5,4,0,5,4.5,1,2,2,1,2,3,1,1,85000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,74,4,-1,6,8,0,4,5,0,4,3.5,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,300000
1,61,6,1,6,8,7,8,7,7,7,7.33,1,1,1,1,2,4,1,1,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,150000,300000
1,61,3,-1,6,8,8,8,8,8,8,8.0,1,1,3,1,2,4,1,1,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,2000000,0
2,64,4,-1,6,9,6,7,8,8,8,7.67,1,1,1,1,2,3,1,1,109000,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,0,8500000
2,66,3,-1,6,8,7,8,7,8,8,7.67,1,2,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,80000
2,70,4,-1,6,7,7,8,7,7,8,7.33,1,2,4,1,2,3,2,9,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,82,3,-1,6,8,1,3,8,3,2,4.17,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,76,3,-1,6,8,10,6,8,8,10,8.33,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,250000
2,71,3,-1,6,8,6,10,10,8,10,8.67,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,200000
2,60,5,-1,5,9,8,3,7,9,5,6.83,1,1,1,1,2,11,1,2,99000,2,2,2,2,2,0,1,2,2,1,2,2,0,300,1,0,1000000
2,76,3,-1,6,1,1,3,2,1,5,2.17,2,1,5,2,2,1,1,3,0,2,2,2,2,2,0,1,1,2,2,2,2,0,0,2,0,500000
2,91,3,-1,6,6,10,2,5,2,9,5.67,1,1,4,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,1,2,0,0,2,0,0
2,62,3,-1,6,8,9,8,5,2,6,6.33,2,1,4,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,1,2,0,0,2,0,0
1,60,2,1,6,8,7,10,8,9,10,8.67,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,700000,0
2,74,3,-1,6,10,6,10,8,6,8,8.0,2,1,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,62,2,1,6,8,8,6,8,8,6,7.33,2,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,0
2,72,2,1,6,5,10,7,7,0,5,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,200000,3600000
1,73,2,1,6,5,0,8,6,0,4,3.83,2,2,3,2,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,960000
1,64,2,1,6,6,10,4,7,7,7,6.83,3,2,2,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,1200000
2,61,2,1,6,8,10,8,8,8,8,8.33,3,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,1200000
2,68,4,-1,6,10,10,8,10,10,10,9.67,1,1,2,1,2,5,1,1,110000,2,1,1,2,2,149000,2,2,2,2,1,2,0,72,2,0,0
2,73,3,-1,6,10,8,5,6,10,5,7.33,2,1,3,1,2,5,1,1,77000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,1,200000,877803
2,82,4,-1,5,5,7,0,10,2,3,4.5,1,1,1,1,2,1,1,1,105336,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,877803
1,61,6,1,6,10,5,9,10,9,9,8.67,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,99,2000000
2,78,3,-1,6,10,7,3,3,3,3,4.83,1,1,3,1,2,5,1,2,280000,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,64,2,1,6,6,5,5,5,5,6,5.33,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,83,2,1,6,5,7,4,6,6,5,5.5,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,75,5,-1,6,5,5,5,7,5,5,5.33,3,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,10000,0
2,61,3,-1,6,8,10,10,9,8,9,9.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,61,3,-1,1,6,5,4,7,7,6,5.83,2,1,3,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,61,2,1,1,10,5,10,6,6,10,7.83,1,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,40000,0
2,61,2,1,1,10,10,10,6,2,8,7.67,1,2,3,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,77,3,-1,6,7,1,6,7,5,5,5.17,1,1,1,1,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,65,3,-1,6,7,3,5,5,0,7,4.5,1,1,4,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,79,3,-1,1,5,5,5,5,0,5,4.17,3,1,5,2,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,62,6,1,1,7,10,8,7,8,7,7.83,1,1,4,1,2,4,2,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,61,2,1,1,9,7,9,7,7,7,7.67,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,50000
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,50000
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,5,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,50000
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,62,2,1,6,6,4,5,4,4,4,4.5,3,1,3,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,50000
2,65,4,-1,6,10,8,6,8,5,6,7.17,1,1,1,1,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,84,4,-1,6,7,8,6,6,7,9,7.17,1,1,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,61,4,-1,6,7,7,8,8,4,5,6.5,2,1,3,1,2,5,1,1,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,60,5,-1,6,6,7,8,8,8,4,6.83,2,1,1,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
2,65,5,-1,6,8,7,6,7,7,5,6.67,1,1,2,1,2,1,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,71,4,-1,6,7,7,7,7,7,7,7.0,2,2,3,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,1,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,66,2,1,6,7,4,7,6,6,4,5.67,2,2,3,1,2,4,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,62,4,-1,6,6,7,5,6,5,5,5.67,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,62,2,1,6,5,5,5,5,5,3,4.67,2,1,2,1,2,5,1,1,99000,2,2,2,2,2,0,2,2,2,1,2,2,0,8,1,0,0
2,61,4,-1,6,5,7,6,7,5,2,5.33,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,67,1,1,6,8,2,0,8,2,8,4.67,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,69,3,-1,6,7,8,7,6,0,7,5.83,2,1,2,1,2,3,1,3,0,2,2,1,2,2,0,2,2,2,1,2,2,0,0,2,0,0
1,68,2,1,5,5,4,5,8,7,8,6.17,1,1,1,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,2000000,0
1,67,6,1,6,10,5,2,8,7,7,6.5,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,76,3,-1,6,4,10,8,5,1,2,5.0,1,1,2,2,2,1,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,64,3,-1,6,8,4,6,8,8,6,6.67,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,300000
1,70,5,-1,6,8,7,8,9,7,9,8.0,2,1,6,1,2,3,2,9,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
2,75,3,-1,6,8,10,8,8,6,8,8.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,83,4,-1,5,8,5,8,7,7,8,7.17,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,1,2,1,1,2,0,0,2,0,0
1,62,6,1,6,6,4,5,3,5,3,4.33,1,2,3,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,1200000,0
2,65,6,1,6,10,3,10,5,4,5,6.17,1,2,3,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,1,1,2,0,0,2,0,0
1,74,1,1,6,7,2,3,5,2,5,4.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,360000
2,70,3,-1,6,3,10,3,4,7,4,5.17,2,1,2,1,2,3,2,9,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,62,4,-1,6,7,3,9,7,7,6,6.5,1,1,3,1,2,4,9,9,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,200000,0
2,71,4,-1,6,8,7,7,9,8,8,7.83,1,1,2,1,2,1,1,1,105336,2,2,2,2,2,0,1,2,2,2,1,2,0,0,2,0,877803
2,66,3,-1,6,8,8,8,8,8,9,8.17,1,1,3,1,2,4,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,72,6,1,6,7,5,6,7,3,5,5.5,2,2,2,1,2,4,1,1,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,300000,0
2,69,6,1,6,7,5,8,7,7,5,6.5,2,2,2,1,2,5,1,1,105336,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,877803
2,62,4,-1,6,8,8,8,8,8,8,8.0,2,1,1,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,500000
1,78,6,1,6,9,6,6,7,7,6,6.83,1,2,2,1,2,4,1,1,112000,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
2,77,6,1,6,8,10,6,8,7,6,7.5,1,2,2,1,2,4,1,1,0,2,2,2,2,2,0,1,2,2,1,2,2,0,0,2,0,0
1,66,2,1,6,10,6,9,10,9,9,8.83,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,1,2,2,2,2,0,0,2,300000,0
2,67,2,1,6,10,9,9,9,9,9,9.17,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,160000,0
1,79,3,-1,6,9,8,8,8,8,7,8.0,1,1,2,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
1,81,3,-1,6,10,8,9,9,8,9,8.83,2,1,4,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,63,2,1,6,7,2,9,9,5,8,6.67,1,1,4,2,2,1,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,450000,0
2,60,2,1,5,8,10,7,7,4,6,7.0,1,1,3,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0
2,60,2,1,6,8,10,8,7,0,8,6.83,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,1,2,1,2,2,2,0,0,2,0,200000
1,62,2,1,6,7,7,9,8,8,8,7.83,2,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,400000,0
1,77,3,-1,1,10,10,8,9,9,8,9.0,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,400000
2,67,4,-1,1,3,1,5,8,2,0,3.17,1,1,1,2,2,1,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,66,3,-1,6,8,5,9,7,5,5,6.5,2,1,3,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,2,1,2,0,0,2,0,0
2,66,6,1,6,10,5,9,8,7,8,7.83,1,2,3,1,2,4,1,3,0,2,2,2,2,2,0,2,2,2,1,1,2,0,0,2,0,0
1,68,6,1,6,8,5,5,6,5,8,6.17,1,2,3,1,2,5,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,64,4,-1,6,10,10,10,10,10,10,10.0,1,2,2,1,2,3,1,3,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,0
2,92,3,-1,6,10,10,10,10,10,10,10.0,1,2,2,1,2,3,1,1,65000,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
2,74,3,-1,6,10,5,9,6,5,7,7.0,1,1,1,1,2,3,1,3,0,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,0,0
1,74,6,1,5,8,8,8,8,8,8,8.0,1,2,1,1,2,3,1,1,0,2,2,2,2,2,0,2,2,2,1,2,2,0,0,2,0,800000
